63806039645135,5.5,4.0,0.0,0.0,1.5,--
63806039646137,5.2,3.7,0.0,0.0,1.5,--
63806039647143,3.7,2.2,0.0,0.0,1.5,--
63806039648150,4.1,2.6,0.0,0.0,1.5,--
63806039649151,3.0,1.5,0.0,0.0,1.5,--
63806039650144,2.8,1.3,0.0,0.0,1.5,--
63806039651170,6.4,4.9,0.0,0.0,1.5,--
63806039652171,2.2,0.7,0.0,0.0,1.5,--
63806039653169,3.6,2.1,0.0,0.0,1.5,--
63806039654158,5.3,3.8,0.0,0.0,1.5,--
63806039655182,3.5,2.0,0.0,0.0,1.5,--
63806039656189,5.6,4.1,0.0,0.0,1.5,--
63806039657201,2.0,0.5,0.0,0.0,1.5,--
63806039658191,1.5,0.0,0.0,0.0,1.5,--
63806039659195,1.5,0.0,0.0,0.0,1.5,--
63806039660228,1.6,0.1,0.0,0.0,1.5,--
63806039661237,2.3,0.8,0.0,0.0,1.5,--
63806039662242,5.2,3.7,0.0,0.0,1.5,--
63806039663244,6.4,4.9,0.0,0.0,1.5,--
63806039664265,4.6,3.2,0.0,0.0,1.5,--
63806039665265,4.5,3.0,0.0,0.0,1.5,--
63806039666253,5.5,4.0,0.0,0.0,1.5,--
63806039667267,4.7,3.2,0.0,0.0,1.5,--
63806039668279,2.2,0.7,0.0,0.0,1.5,--
63806039669278,1.7,0.2,0.0,0.0,1.5,--
63806039670274,1.5,0.0,0.0,0.0,1.5,--
63806039671275,2.7,1.2,0.0,0.0,1.5,--
63806039672286,1.7,0.2,0.0,0.0,1.5,--
63806039673307,1.8,0.3,0.0,0.0,1.5,--
63806039674317,1.5,0.0,0.0,0.0,1.5,--
63806039675333,2.5,1.1,0.0,0.0,1.5,--
63806039676331,3.5,2.1,0.0,0.0,1.5,--
63806039677330,3.3,1.6,0.0,0.2,1.5,--
63806039678331,2.1,0.6,0.0,0.0,1.5,--
63806039679366,2.4,0.9,0.0,0.0,1.5,--
63806039680375,2.2,0.7,0.0,0.0,1.5,--
