,ID,Time Taken(s),Total Power(J),CPU(J),Monitor(J),Disk(J),Base(J)
85,SEL-0085,20,68.10000000000001,39.199999999999996,0.0,0.0,30.0
86,SEL-0086,36,124.0,71.7,0.0,0.0,54.0
87,SEL-0087,174,586.4000000000005,333.1999999999999,0.0,0.0,261.0
88,SEL-0088,114,389.7999999999998,224.49999999999991,0.0,0.0,171.0
89,SEL-0089,136,460.90000000000015,262.2999999999998,0.0,0.0,204.0
90,SEL-0090,265,894.1000000000013,509.7000000000004,0.0,0.0,397.5
91,SEL-0091,71,240.89999999999992,137.60000000000002,0.0,0.0,106.5
92,SEL-0092,25,85.00000000000001,48.8,0.0,0.0,37.5
93,SEL-0093,171,577.6000000000003,328.5,0.0,0.0,256.5
94,SEL-0094,203,686.8000000000002,389.90000000000026,0.0,0.0,304.5
95,SEL-0095,351,1187.7000000000014,675.5000000000013,0.0,0.0,526.5
96,SEL-0096,145,493.30000000000007,281.29999999999995,0.0,0.0,217.5
97,SEL-0097,73,248.4999999999999,142.19999999999993,0.0,0.0,109.5
98,SEL-0098,67,230.99999999999994,133.39999999999998,0.0,0.0,100.5
99,SEL-0099,90,301.9999999999999,170.89999999999992,0.0,0.0,135.0
