TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63801051610802.00,3.3,1.8,0,0,1.5,--
63801051611806.00,3.4,1.9,0,0,1.5,--
63801051612800.00,3.3,1.8,0,0,1.5,--
63801051613810.00,3.5,2,0,0,1.5,--
63801051614823.00,3.6,2.1,0,0,1.5,--
63801051615830.00,5,3.5,0,0,1.5,--
63801051616854.00,3.4,1.9,0,0,1.5,--
63801051617852.00,3.4,1.9,0,0,1.5,--
63801051618852.00,3.1,1.7,0,0,1.5,--
63801051619844.00,3.1,1.6,0,0,1.5,--
63801051620864.00,4,2.5,0,0,1.5,--
63801051621862.00,3.3,1.8,0,0,1.5,--
63801051622883.00,3.4,1.9,0,0,1.5,--
63801051623891.00,4.1,2.6,0,0,1.5,--
63801051624902.00,3.9,2.4,0,0,1.5,--
63801051625906.00,4.1,2.6,0,0,1.5,--
63801051626911.00,3.4,2,0,0,1.5,--
63801051627923.00,3.4,1.9,0,0,1.5,--
63801051628932.00,3.5,2,0,0,1.5,--
63801051629952.00,3.5,2,0,0,1.5,--
63801051630970.00,3.6,2.2,0,0,1.5,--
63801051631983.00,5,3.5,0,0,1.5,--
63801051633000.00,3.4,2,0,0,1.5,--
63801051634003.00,4.6,3.1,0,0,1.5,--
63801051635028.00,3.3,1.8,0,0,1.5,--
63801051636023.00,4.8,3.3,0,0,1.5,--
63801051637034.00,6.5,5,0,0,1.5,--
63801051638046.00,3.9,2.4,0,0,1.5,--
63801051639059.00,3.4,2,0,0,1.5,--
63801051640077.00,3.5,2.1,0,0,1.5,--
63801051641080.00,3.4,1.9,0,0,1.5,--
63801051642079.00,4.1,2.6,0,0,1.5,--
63801051643084.00,3.6,2.1,0,0,1.5,--
63801051644092.00,3.8,2.3,0,0,1.5,--
63801051645107.00,4,2.5,0,0,1.5,--
63801051646123.00,3.8,2.3,0,0,1.5,--
63801051647134.00,3.6,2.2,0,0,1.5,--
63801051648127.00,5.4,3.9,0,0,1.5,--
63801051649140.00,3.3,1.8,0,0,1.5,--
63801051650154.00,3.2,1.8,0,0,1.5,--
63801051651156.00,3.3,1.9,0,0,1.5,--
63801051652174.00,3.4,1.9,0,0,1.5,--
63801051653190.00,4.2,2.7,0,0,1.5,--
63801051654200.00,3.3,1.8,0,0,1.5,--
63801051655206.00,3.4,1.9,0,0,1.5,--
63801051656203.00,3.4,1.9,0,0,1.5,--
63801051657210.00,3.1,1.6,0,0,1.5,--
63801051658210.00,3.8,2.4,0,0,1.5,--
63801051659215.00,4.8,3.3,0,0,1.5,--
63801051660216.00,3.7,2.2,0,0,1.5,--
63801051661228.00,3.5,2,0,0,1.5,--
63801051662238.00,3.5,2,0,0,1.5,--
63801051663254.00,3.3,1.8,0,0,1.5,--
63801051664259.00,4.1,2.7,0,0,1.5,--
63801051665274.00,3.7,2.2,0,0,1.5,--
63801051666272.00,3.5,2,0,0,1.5,--
63801051667287.00,3.2,1.7,0,0,1.5,--
63801051668296.00,3.4,1.9,0,0,1.5,--
63801051669324.00,4.4,2.9,0,0,1.5,--
63801051670313.00,3.4,1.9,0,0,1.5,--
63801051671319.00,3.2,1.8,0,0,1.5,--
63801051672320.00,3.3,1.9,0,0,1.5,--
63801051673314.00,3.2,1.7,0,0,1.5,--
63801051674324.00,4.3,2.8,0,0,1.5,--
63801051675315.00,5.2,3.8,0,0,1.5,--
63801051676326.00,3.5,2,0,0,1.5,--
63801051677333.00,3.4,2,0,0,1.5,--
63801051678337.00,3.6,2.1,0,0,1.5,--
63801051679334.00,3.2,1.7,0,0,1.5,--
63801051680337.00,4.2,2.7,0,0,1.5,--
63801051681328.00,3.3,1.8,0,0,1.5,--
63801051682345.00,3.2,1.7,0,0,1.5,--
63801051683354.00,3.2,1.8,0,0,1.5,--
63801051684345.00,3.8,2.3,0,0,1.5,--
63801051685348.00,4,2.5,0,0,1.5,--
63801051686351.00,3.3,1.8,0,0,1.5,--
63801051687350.00,3.3,1.8,0,0,1.5,--
63801051688359.00,3.3,1.8,0,0,1.5,--
63801051689373.00,3.4,1.9,0,0,1.5,--
63801051690390.00,4.1,2.7,0,0,1.5,--
63801051691405.00,4.6,3.1,0,0,1.5,--
63801051692412.00,3.3,1.8,0,0,1.5,--
63801051693413.00,3.3,1.9,0,0,1.5,--
63801051694411.00,3.3,1.8,0,0,1.5,--
63801051695415.00,3.1,1.7,0,0,1.5,--
63801051696417.00,4.2,2.8,0,0,1.5,--
63801051697432.00,3.3,1.9,0,0,1.5,--
63801051698430.00,3.3,1.8,0,0,1.5,--
63801051699441.00,3.2,1.7,0,0,1.5,--
63801051700453.00,3.3,1.8,0,0,1.5,--
63801051701463.00,4.8,3.3,0,0,1.5,--
63801051702476.00,4.1,2.7,0,0,1.5,--
63801051703481.00,3.6,2.2,0,0,1.5,--
63801051704493.00,3.3,1.9,0,0,1.5,--
63801051705512.00,3.7,2.3,0,0,1.5,--
63801051706522.00,3.2,1.8,0,0,1.5,--
63801051707534.00,4.2,2.8,0,0,1.5,--
63801051708556.00,4.6,3.1,0,0,1.5,--
63801051709555.00,3.4,2,0,0,1.5,--
63801051710555.00,3.2,1.7,0,0,1.5,--
63801051711561.00,3.4,1.9,0,0,1.5,--
63801051712578.00,4.2,2.7,0,0,1.5,--
63801051713589.00,3.4,1.9,0,0,1.5,--
63801051714584.00,3.2,1.7,0,0,1.5,--
63801051715591.00,3.3,1.9,0,0,1.5,--
63801051716607.00,3.3,1.9,0,0,1.5,--
63801051717614.00,5.2,3.7,0,0,1.5,--
63801051718616.00,4.3,2.9,0,0,1.5,--
63801051719610.00,3.5,2,0,0,1.5,--
63801051720636.00,3.8,2.3,0,0,1.5,--
63801051721631.00,3.6,2.2,0,0,1.5,--
63801051722643.00,3.3,1.8,0,0,1.5,--
63801051723638.00,4.7,3.2,0,0,1.5,--
63801051724643.00,3.3,1.8,0,0,1.5,--
63801051725648.00,3.3,1.8,0,0,1.5,--
63801051726639.00,3,1.5,0,0,1.5,--
63801051727647.00,3.4,1.9,0,0,1.5,--
63801051728655.00,4.4,2.9,0,0,1.5,--
63801051729667.00,3.4,2,0,0,1.5,--
63801051730658.00,3.3,1.8,0,0,1.5,--
63801051731669.00,3.5,2,0,0,1.5,--
63801051732686.00,3.4,1.9,0,0,1.5,--
63801051733699.00,5.1,3.6,0,0,1.5,--
63801051734699.00,4.7,3.2,0,0,1.5,--
63801051735715.00,4.1,2.6,0,0,1.5,--
63801051736706.00,3.2,1.8,0,0,1.5,--
63801051737712.00,3.5,2,0,0,1.5,--
63801051738706.00,3.2,1.7,0,0,1.5,--
63801051739706.00,5,3.5,0,0,1.5,--
63801051740728.00,3.3,1.8,0,0,1.5,--
63801051741723.00,3.4,2,0,0,1.5,--
63801051742720.00,3.3,1.9,0,0,1.5,--
63801051743719.00,3.4,1.9,0,0,1.5,--
63801051744724.00,4,2.6,0,0,1.5,--
63801051745734.00,3.8,2.4,0,0,1.5,--
63801051746762.00,3.4,1.9,0,0,1.5,--
63801051747754.00,3.5,2,0,0,1.5,--
63801051748763.00,3.3,1.9,0,0,1.5,--
63801051749770.00,4.5,3,0,0,1.5,--
63801051750776.00,3.7,2.2,0,0,1.5,--
63801051751776.00,3.2,1.7,0,0,1.5,--
63801051752785.00,3.1,1.6,0,0,1.5,--
63801051753786.00,3.3,1.8,0,0,1.5,--
63801051754791.00,3.5,2,0,0,1.5,--
63801051755802.00,4,2.5,0,0,1.5,--
63801051756808.00,3.3,1.8,0,0,1.5,--
63801051757808.00,3.3,1.8,0,0,1.5,--
63801051758806.00,3.2,1.7,0,0,1.5,--
63801051759815.00,3.1,1.6,0,0,1.5,--
63801051760824.00,4.2,2.8,0,0,1.5,--
63801051761819.00,3.4,2,0,0,1.5,--
63801051762827.00,3.4,1.9,0,0,1.5,--
63801051763843.00,3.7,2.2,0,0,1.5,--
63801051764846.00,3.3,1.8,0,0,1.5,--
63801051765856.00,5.2,3.7,0,0,1.5,--
63801051766875.00,3.3,1.8,0,0,1.5,--
63801051767891.00,3.3,1.8,0,0,1.5,--
63801051768891.00,3.2,1.7,0,0,1.5,--
63801051769905.00,3.2,1.7,0,0,1.5,--
63801051770918.00,4,2.6,0,0,1.5,--
63801051771929.00,3.9,2.4,0,0,1.5,--
63801051772931.00,3.3,1.8,0,0,1.5,--
63801051773930.00,3.3,1.8,0,0,1.5,--
63801051774926.00,3.3,1.8,0,0,1.5,--
63801051775942.00,3.3,1.8,0,0,1.5,--
63801051776948.00,4.2,2.7,0,0,1.5,--
63801051777960.00,3.3,1.9,0,0,1.5,--
63801051778964.00,3.3,1.8,0,0,1.5,--
63801051779955.00,3.6,2.1,0,0,1.5,--
63801051780961.00,3.5,2,0,0,1.5,--
63801051781969.00,5.2,3.7,0,0,1.5,--
63801051782977.00,3.5,2,0,0,1.5,--
63801051783978.00,3.5,2,0,0,1.5,--
63801051784987.00,3.2,1.7,0,0,1.5,--
63801051786009.00,3.5,2,0,0,1.5,--
63801051787011.00,3.9,2.4,0,0,1.5,--
63801051788005.00,3.7,2.2,0,0,1.5,--
63801051789019.00,3.2,1.7,0,0,1.5,--
63801051790027.00,3.5,2,0,0,1.5,--
63801051791032.00,3.1,1.6,0,0,1.5,--
63801051792033.00,3.3,1.8,0,0,1.5,--
63801051793042.00,4.1,2.6,0,0,1.5,--
63801051794038.00,3.6,2.1,0,0,1.5,--
63801051795034.00,3.5,2,0,0,1.5,--
63801051796042.00,3.5,2.1,0,0,1.5,--
63801051797038.00,3.5,2,0,0,1.5,--
63801051798040.00,4.7,3.2,0,0,1.5,--
63801051799039.00,3.2,1.8,0,0,1.5,--
63801051800045.00,3.2,1.7,0,0,1.5,--
63801051801067.00,3.2,1.8,0,0,1.5,--
63801051802078.00,3.3,1.8,0,0,1.5,--
63801051803084.00,4.1,2.7,0,0,1.5,--
63801051804096.00,3.3,1.9,0,0,1.5,--
63801051805094.00,3.3,1.9,0,0,1.5,--
63801051806109.00,3.2,1.7,0,0,1.5,--
63801051807123.00,3.1,1.6,0,0,1.5,--
63801051808128.00,4,2.5,0,0,1.5,--
63801051809146.00,5,3.6,0,0,1.5,--
63801051810161.00,3.3,1.8,0,0,1.5,--
63801051811184.00,3.8,2.3,0,0,1.5,--
63801051812202.00,3.6,2.2,0,0,1.5,--
63801051813216.00,3.4,1.9,0,0,1.5,--
63801051814221.00,4.3,2.9,0,0,1.5,--
63801051815222.00,3.3,1.8,0,0,1.5,--
63801051816234.00,3.4,1.9,0,0,1.5,--
63801051817254.00,3.3,1.8,0,0,1.5,--
63801051818264.00,3.4,1.9,0,0,1.5,--
63801051819278.00,4.7,3.2,0,0,1.5,--
63801051820268.00,3.2,1.8,0,0,1.5,--
63801051821280.00,3.2,1.7,0,0,1.5,--
63801051822307.00,3.5,2,0,0,1.5,--
63801051823317.00,3.2,1.8,0,0,1.5,--
63801051824323.00,4.1,2.6,0,0,1.5,--
63801051825313.00,4.9,3.4,0,0,1.5,--
63801051826322.00,3.4,1.9,0,0,1.5,--
63801051827337.00,3.4,1.9,0,0,1.5,--
63801051828345.00,3.7,2.2,0,0,1.5,--
63801051829350.00,3.3,1.8,0,0,1.5,--
63801051830354.00,3.9,2.4,0,0,1.5,--
63801051831365.00,3.3,1.9,0,0,1.5,--
63801051832375.00,3.1,1.6,0,0,1.5,--
63801051833375.00,3.2,1.7,0,0,1.5,--
63801051834402.00,3.3,1.8,0,0,1.5,--
63801051835389.00,4.3,2.9,0,0,1.5,--
63801051836401.00,3.8,2.3,0,0,1.5,--
63801051837405.00,3.8,2.3,0,0,1.5,--
63801051838415.00,3.4,1.9,0,0,1.5,--
63801051839416.00,3.3,1.8,0,0,1.5,--
63801051840413.00,4.1,2.7,0,0,1.5,--
63801051841430.00,4.9,3.4,0,0,1.5,--
63801051842436.00,3.8,2.3,0,0,1.5,--
63801051843448.00,4.4,2.9,0,0,1.5,--
63801051844442.00,3.8,2.3,0,0,1.5,--
63801051845445.00,3.8,2.3,0,0,1.5,--
63801051846444.00,4.7,3.2,0,0,1.5,--
63801051847444.00,3.3,1.8,0,0,1.5,--
63801051848450.00,4,2.6,0,0,1.5,--
63801051849472.00,3.3,1.8,0,0,1.5,--
63801051850484.00,3.2,1.7,0,0,1.5,--
63801051851488.00,4.2,2.7,0,0,1.5,--
63801051852510.00,3.4,2,0,0,1.5,--
63801051853503.00,3,1.6,0,0,1.5,--
63801051854505.00,3.3,1.8,0,0,1.5,--
63801051855517.00,3.3,1.9,0,0,1.5,--
63801051856529.00,4.2,2.7,0,0,1.5,--
63801051857545.00,4.8,3.3,0,0,1.5,--
63801051858559.00,3.6,2.2,0,0,1.5,--
63801051859556.00,3.5,2.1,0,0,1.5,--
63801051860562.00,3.5,2,0,0,1.5,--
63801051861572.00,3.2,1.7,0,0,1.5,--
63801051862561.00,4.2,2.8,0,0,1.5,--
63801051863562.00,3.5,2,0,0,1.5,--
63801051864580.00,3.3,1.9,0,0,1.5,--
63801051865593.00,3.2,1.7,0,0,1.5,--
63801051866606.00,3.4,1.9,0,0,1.5,--
63801051867628.00,4,2.5,0,0,1.5,--
63801051868655.00,3.4,1.9,0,0,1.5,--
63801051869678.00,3.6,2.2,0,0,1.5,--
63801051870677.00,3.6,2.1,0,0,1.5,--
63801051871689.00,3.4,1.9,0,0,1.5,--
63801051872696.00,4.4,3,0,0,1.5,--
63801051873706.00,3.3,1.9,0,0,1.5,--
63801051874712.00,3.5,2,0,0,1.5,--
63801051875725.00,3.4,1.9,0,0,1.5,--
63801051876734.00,3.2,1.7,0,0,1.5,--
63801051877748.00,4.6,3.1,0,0,1.5,--
63801051878765.00,4,2.5,0,0,1.5,--
63801051879793.00,3.4,1.9,0,0,1.5,--
63801051880805.00,3.3,1.8,0,0,1.5,--
63801051881817.00,3.3,1.8,0,0,1.5,--
63801051882815.00,3.6,2.1,0,0,1.5,--
63801051883826.00,5.4,4,0,0,1.5,--
63801051884846.00,4.2,2.7,0,0,1.5,--
63801051885858.00,4.1,2.7,0,0,1.5,--
63801051886867.00,3.2,1.8,0,0,1.5,--
63801051887882.00,3.6,2.1,0,0,1.5,--
63801051888891.00,4.2,2.7,0,0,1.5,--
63801051889895.00,3.5,2,0,0,1.5,--
63801051890904.00,3.3,1.8,0,0,1.5,--
63801051891919.00,3.5,2,0,0,1.5,--
63801051892935.00,3.2,1.7,0,0,1.5,--
63801051893942.00,3.4,2,0,0,1.5,--
63801051894937.00,3.7,2.3,0,0,1.5,--
63801051895944.00,3.4,2,0,0,1.5,--
63801051896954.00,3.4,2,0,0,1.5,--
63801051897962.00,3.6,2.1,0,0,1.5,--
63801051898963.00,4.5,3,0,0,1.5,--
63801051899959.00,5.3,3.8,0,0,1.5,--
63801051900974.00,3.3,1.9,0,0,1.5,--
63801051901980.00,3.2,1.8,0,0,1.5,--
63801051902994.00,3.4,1.9,0,0,1.5,--
63801051903987.00,3.2,1.7,0,0,1.5,--
63801051904998.00,3.9,2.4,0,0,1.5,--
63801051906012.00,3.6,2.1,0,0,1.5,--
63801051907023.00,3.6,2.1,0,0,1.5,--
63801051908034.00,3.2,1.7,0,0,1.5,--
63801051909056.00,3.4,1.9,0,0,1.5,--
63801051910062.00,3.6,2.1,0,0,1.5,--
63801051911062.00,4.2,2.7,0,0,1.5,--
63801051912071.00,3.6,2.1,0,0,1.5,--
63801051913069.00,3.7,2.2,0,0,1.5,--
63801051914062.00,3.4,2,0,0,1.5,--
63801051915077.00,3.3,1.9,0,0,1.5,--
63801051916091.00,3.9,2.4,0,0,1.5,--
63801051917104.00,3.4,1.9,0,0,1.5,--
63801051918099.00,3.2,1.7,0,0,1.5,--
63801051919104.00,3.4,1.9,0,0,1.5,--
63801051920107.00,3.2,1.8,0,0,1.5,--
63801051921114.00,4,2.5,0,0,1.5,--
63801051922120.00,3.5,2.1,0,0,1.5,--
63801051923108.00,3.4,1.9,0,0,1.5,--
63801051924121.00,3.4,1.9,0,0,1.5,--
63801051925120.00,4.2,2.7,0,0,1.5,--
63801051926127.00,4.8,3.3,0,0,1.5,--
63801051927133.00,4.3,2.8,0,0,1.5,--
63801051928142.00,3.5,2,0,0,1.5,--
63801051929148.00,3.4,1.9,0,0,1.5,--
63801051930145.00,3.2,1.7,0,0,1.5,--
63801051931147.00,3.4,1.9,0,0,1.5,--
63801051932145.00,3.9,2.4,0,0,1.5,--
63801051933145.00,3.6,2.1,0,0,1.5,--
63801051934153.00,3.2,1.8,0,0,1.5,--
63801051935150.00,3.2,1.7,0,0,1.5,--
63801051936147.00,3.4,1.9,0,0,1.5,--
63801051937143.00,4,2.5,0,0,1.5,--
63801051938150.00,3.4,1.9,0,0,1.5,--
63801051939142.00,3.4,1.9,0,0,1.5,--
63801051940144.00,3.2,1.8,0,0,1.5,--
63801051941147.00,3.5,2,0,0,1.5,--
63801051942152.00,4.5,3.1,0,0,1.5,--
63801051943162.00,4.4,2.9,0,0,1.5,--
63801051944170.00,3.4,1.9,0,0,1.5,--
63801051945181.00,3.7,2.2,0,0,1.5,--
63801051946180.00,3.2,1.8,0,0,1.5,--
63801051947191.00,3.2,1.7,0,0,1.5,--
63801051948190.00,4.4,2.9,0,0,1.5,--
63801051949197.00,3.4,2,0,0,1.5,--
63801051950202.00,3.1,1.6,0,0,1.5,--
63801051951226.00,3.5,2,0,0,1.5,--
63801051952224.00,3.1,1.7,0,0,1.5,--
63801051953229.00,4.3,2.8,0,0,1.5,--
63801051954226.00,3.8,2.3,0,0,1.5,--
63801051955236.00,3.2,1.7,0,0,1.5,--
63801051956238.00,3.5,2,0,0,1.5,--
63801051957240.00,3.4,2,0,0,1.5,--
63801051958252.00,4.1,2.7,0,0,1.5,--
63801051959255.00,4.6,3.2,0,0,1.5,--
63801051960262.00,3.5,2,0,0,1.5,--
63801051961263.00,3.3,1.9,0,0,1.5,--
63801051962270.00,3.1,1.7,0,0,1.5,--
63801051963275.00,3.7,2.2,0,0,1.5,--
63801051964265.00,4.2,2.7,0,0,1.5,--
63801051965267.00,3.4,1.9,0,0,1.5,--
63801051966277.00,3.3,1.8,0,0,1.5,--
63801051967275.00,3.5,2,0,0,1.5,--
63801051968283.00,3.3,1.8,0,0,1.5,--
63801051969299.00,4.6,3.1,0,0,1.5,--
63801051970318.00,4,2.5,0,0,1.5,--
63801051971338.00,3.9,2.4,0,0,1.5,--
63801051972350.00,3.4,1.9,0,0,1.5,--
63801051973343.00,3.3,1.8,0,0,1.5,--
63801051974367.00,4,2.5,0,0,1.5,--
63801051975387.00,3.5,2.1,0,0,1.5,--
63801051976386.00,3.3,1.8,0,0,1.5,--
63801051977376.00,3.4,1.9,0,0,1.5,--
63801051978384.00,3.3,1.8,0,0,1.5,--
63801051979386.00,3.6,2.1,0,0,1.5,--
63801051980374.00,4,2.6,0,0,1.5,--
63801051981384.00,3.4,1.9,0,0,1.5,--
63801051982390.00,3.1,1.6,0,0,1.5,--
63801051983403.00,3.6,2.1,0,0,1.5,--
63801051984419.00,3.3,1.9,0,0,1.5,--
63801051985427.00,5.7,4.2,0,0,1.5,--
63801051986425.00,4.1,2.6,0,0,1.5,--
63801051987434.00,3.6,2.1,0,0,1.5,--
63801051988453.00,3.1,1.6,0,0,1.5,--
63801051989452.00,3.4,2,0,0,1.5,--
63801051990460.00,3.9,2.4,0,0,1.5,--
63801051991470.00,3.3,1.8,0,0,1.5,--
63801051992494.00,3.4,1.9,0,0,1.5,--
63801051993486.00,3.4,1.9,0,0,1.5,--
63801051994507.00,3.3,1.9,0,0,1.5,--
63801051995508.00,3.4,2,0,0,1.5,--
63801051996517.00,4,2.5,0,0,1.5,--
63801051997525.00,3.5,2,0,0,1.5,--
63801051998523.00,3.2,1.8,0,0,1.5,--
63801051999519.00,3.6,2.1,0,0,1.5,--
63801052000536.00,3.3,1.8,0,0,1.5,--
63801052001542.00,5.3,3.8,0,0,1.5,--
63801052002545.00,3.2,1.7,0,0,1.5,--
63801052003552.00,3.3,1.8,0,0,1.5,--
63801052004563.00,3.2,1.7,0,0,1.5,--
63801052005561.00,3.4,1.9,0,0,1.5,--
63801052006573.00,4,2.6,0,0,1.5,--
63801052007584.00,3.5,2,0,0,1.5,--
63801052008587.00,3.2,1.8,0,0,1.5,--
63801052009582.00,3.4,1.9,0,0,1.5,--
63801052010589.00,3.1,1.6,0,0,1.5,--
63801052011587.00,4.8,3.3,0,0,1.5,--
63801052012583.00,5.4,3.9,0,0,1.5,--
63801052013596.00,3.4,1.9,0,0,1.5,--
63801052014600.00,3.5,2.1,0,0,1.5,--
63801052015599.00,3.6,2.2,0,0,1.5,--
63801052016610.00,3.1,1.7,0,0,1.5,--
63801052017632.00,4.3,2.8,0,0,1.5,--
63801052018630.00,3.6,2.1,0,0,1.5,--
63801052019631.00,3.6,2.2,0,0,1.5,--
63801052020639.00,3.1,1.6,0,0,1.5,--
63801052021646.00,3.3,1.9,0,0,1.5,--
63801052022642.00,3.9,2.4,0,0,1.5,--
63801052023648.00,3.6,2.1,0,0,1.5,--
63801052024638.00,3.5,2,0,0,1.5,--
63801052025652.00,3.9,2.4,0,0,1.5,--
63801052026639.00,3.8,2.3,0,0,1.5,--
63801052027651.00,4.5,3,0,0,1.5,--
63801052028648.00,5.7,4.2,0,0,1.5,--
63801052029646.00,3.6,2.2,0,0,1.5,--
63801052030650.00,3.8,2.4,0,0,1.5,--
63801052031655.00,3.4,1.9,0,0,1.5,--
63801052032665.00,3.4,1.9,0,0,1.5,--
63801052033672.00,4.6,3.1,0,0,1.5,--
63801052034695.00,3.4,1.9,0,0,1.5,--
63801052035701.00,3.4,2,0,0,1.5,--
63801052036708.00,3.5,2,0,0,1.5,--
63801052037713.00,3.5,2,0,0,1.5,--
63801052038713.00,4,2.5,0,0,1.5,--
63801052039728.00,4.4,2.9,0,0,1.5,--
63801052040719.00,3.6,2.1,0,0,1.5,--
63801052041731.00,4,2.5,0,0,1.5,--
63801052042735.00,3.6,2.2,0,0,1.5,--
63801052043749.00,4,2.6,0,0,1.5,--
63801052044758.00,5.1,3.6,0,0,1.5,--
63801052045760.00,3.5,2,0,0,1.5,--
63801052046754.00,3.4,1.9,0,0,1.5,--
63801052047778.00,3.5,2,0,0,1.5,--
63801052048771.00,3.4,2,0,0,1.5,--
63801052049766.00,4.3,2.8,0,0,1.5,--
63801052050775.00,3.5,2,0,0,1.5,--
63801052051781.00,3.2,1.7,0,0,1.5,--
63801052052796.00,3.2,1.7,0,0,1.5,--
63801052053825.00,3.3,1.9,0,0,1.5,--
63801052054834.00,3.8,2.3,0,0,1.5,--
63801052055842.00,4.7,3.3,0,0,1.5,--
63801052056854.00,3.6,2.1,0,0,1.5,--
63801052057850.00,3.6,2.1,0,0,1.5,--
63801052058863.00,3.4,1.9,0,0,1.5,--
63801052059871.00,3.8,2.3,0,0,1.5,--
63801052060901.00,4.5,3,0,0,1.5,--
63801052061911.00,3.1,1.7,0,0,1.5,--
63801052062932.00,3.3,1.8,0,0,1.5,--
63801052063937.00,3.9,2.4,0,0,1.5,--
63801052064949.00,3.3,1.9,0,0,1.5,--
63801052065977.00,4.4,2.9,0,0,1.5,--
63801052066987.00,3.3,1.8,0,0,1.5,--
63801052067983.00,3.3,1.8,0,0,1.5,--
63801052068983.00,3.3,1.8,0,0,1.5,--
63801052070000.00,3.1,1.7,0,0,1.5,--
63801052071011.00,4.7,3.2,0,0,1.5,--
63801052072017.00,4.6,3.1,0,0,1.5,--
63801052073017.00,3.3,1.8,0,0,1.5,--
63801052074024.00,3.2,1.8,0,0,1.5,--
63801052075038.00,3.4,1.9,0,0,1.5,--
63801052076043.00,3.5,2,0,0,1.5,--
63801052077070.00,4.4,2.9,0,0,1.5,--
63801052078068.00,3.2,1.8,0,0,1.5,--
63801052079075.00,3.4,1.9,0,0,1.5,--
63801052080104.00,3.2,1.8,0,0,1.5,--
63801052081105.00,3.4,2,0,0,1.5,--
63801052082093.00,4.2,2.7,0,0,1.5,--
63801052083095.00,3.5,2,0,0,1.5,--
63801052084101.00,3.5,2.1,0,0,1.5,--
63801052085104.00,3.5,2.1,0,0,1.5,--
63801052086102.00,3.3,1.8,0,0,1.5,--
63801052087093.00,4.6,3.2,0,0,1.5,--
63801052088098.00,3.8,2.3,0,0,1.5,--
63801052089111.00,3.4,1.9,0,0,1.5,--
63801052090128.00,3.2,1.7,0,0,1.5,--
63801052091139.00,3.2,1.8,0,0,1.5,--
63801052092149.00,3.2,1.7,0,0,1.5,--
63801052093140.00,4.3,2.9,0,0,1.5,--
63801052094154.00,3.3,1.8,0,0,1.5,--
63801052095177.00,3.3,1.8,0,0,1.5,--
63801052096200.00,3.5,2,0,0,1.5,--
63801052097200.00,3.5,2,0,0,1.5,--
63801052098218.00,5,3.5,0,0,1.5,--
63801052099218.00,3.5,2,0,0,1.5,--
63801052100226.00,3.5,2,0,0,1.5,--
63801052101231.00,3.4,1.9,0,0,1.5,--
63801052102261.00,3.2,1.7,0,0,1.5,--
63801052103269.00,4.4,2.9,0,0,1.5,--
63801052104276.00,3.5,2,0,0,1.5,--
63801052105278.00,3.2,1.7,0,0,1.5,--
63801052106282.00,3.3,1.8,0,0,1.5,--
63801052107296.00,3.2,1.8,0,0,1.5,--
63801052108303.00,3.3,1.9,0,0,1.5,--
63801052109318.00,4,2.5,0,0,1.5,--
63801052110314.00,3.3,1.8,0,0,1.5,--
63801052111325.00,3.4,1.9,0,0,1.5,--
63801052112329.00,3.2,1.7,0,0,1.5,--
63801052113334.00,3.6,2.2,0,0,1.5,--
63801052114336.00,5.1,3.6,0,0,1.5,--
63801052115335.00,3.6,2.2,0,0,1.5,--
63801052116342.00,3.3,1.9,0,0,1.5,--
63801052117354.00,3.5,2,0,0,1.5,--
63801052118371.00,3.3,1.8,0,0,1.5,--
63801052119367.00,4.9,3.4,0,0,1.5,--
63801052120362.00,3.9,2.4,0,0,1.5,--
63801052121361.00,3.2,1.7,0,0,1.5,--
63801052122373.00,3.1,1.6,0,0,1.5,--
63801052123386.00,3.2,1.8,0,0,1.5,--
63801052124386.00,3.4,1.9,0,0,1.5,--
63801052125401.00,4.5,3,0,0,1.5,--
63801052126396.00,3.3,1.8,0,0,1.5,--
63801052127396.00,3.6,2.2,0,0,1.5,--
63801052128404.00,3.5,2,0,0,1.5,--
63801052129418.00,3.6,2.1,0,0,1.5,--
63801052130428.00,4.2,2.7,0,0,1.5,--
63801052131439.00,3.4,1.9,0,0,1.5,--
63801052132439.00,3.2,1.7,0,0,1.5,--
63801052133438.00,3.2,1.7,0,0,1.5,--
63801052134453.00,3.2,1.7,0,0,1.5,--
63801052135459.00,4.3,2.9,0,0,1.5,--
63801052136470.00,3.3,1.8,0,0,1.5,--
63801052137493.00,3.6,2.2,0,0,1.5,--
63801052138483.00,3.1,1.6,0,0,1.5,--
63801052139513.00,3.6,2.1,0,0,1.5,--
63801052140519.00,4,2.6,0,0,1.5,--
63801052141523.00,5.1,3.6,0,0,1.5,--
63801052142528.00,3.4,1.9,0,0,1.5,--
63801052143553.00,3.4,1.9,0,0,1.5,--
63801052144561.00,3.2,1.8,0,0,1.5,--
63801052145578.00,3.4,1.9,0,0,1.5,--
63801052146584.00,4.2,2.7,0,0,1.5,--
63801052147587.00,3.8,2.3,0,0,1.5,--
63801052148597.00,3.4,1.9,0,0,1.5,--
63801052149604.00,3.3,1.8,0,0,1.5,--
63801052150596.00,3,1.5,0,0,1.5,--
63801052151592.00,4.4,2.9,0,0,1.5,--
63801052152604.00,3.5,2,0,0,1.5,--
63801052153615.00,3.3,1.9,0,0,1.5,--
63801052154609.00,3.4,1.9,0,0,1.5,--
63801052155631.00,3.5,2,0,0,1.5,--
63801052156653.00,3.9,2.4,0,0,1.5,--
63801052157664.00,5.1,3.6,0,0,1.5,--
