,ID,Accuracy,Time Taken (s),Energy Used (J),Equivalent CO2 Emission (mg)
85,FIR-0085,0.8975,103,353.50000000000006,83.46527777777779
86,FIR-0086,0.8985,135,465.9,110.00416666666666
87,FIR-0087,0.8965,133,449.1000000000001,106.03750000000002
88,FIR-0088,0.897,109,373.7000000000001,88.23472222222225
89,FIR-0089,0.899,108,367.99999999999983,86.88888888888884
90,FIR-0090,0.896,109,374.6999999999999,88.4708333333333
91,FIR-0091,0.896,231,803.5000000000003,189.71527777777786
92,FIR-0092,0.898,63,214.4999999999999,50.64583333333331
93,FIR-0093,0.896,141,477.1999999999999,112.67222222222219
94,FIR-0094,0.895,35,119.59999999999998,28.238888888888884
95,FIR-0095,0.8955,13,44.300000000000004,10.459722222222222
96,FIR-0096,0.8975,25,84.20000000000002,19.88055555555556
97,FIR-0097,0.898,198,673.5000000000007,159.02083333333348
98,FIR-0098,0.8975,89,307.6999999999999,72.65138888888886
99,FIR-0099,0.8985,37,125.90000000000002,29.72638888888889
