,Algo Name,Time Taken,Accuracy,Total Energy (J),Base Energy (J),CPU Energy (J),Monitor Energy (J),Disk Energy (J)
0,Grey Wolf Optimizer,63,71.85203904364602,236.20000000000002,94.5,143.29999999999995,0.0,0.0
1,Bat Algorithm,64,72.20109236076209,234.90000000000003,96.0,140.70000000000005,0.0,0.0
2,Hybrid Bat Algorithm,62,71.93937994868716,217.89999999999995,93.0,126.79999999999998,0.0,0.0
3,Firefly Algorithm,67,71.86170545376413,244.40000000000006,100.5,145.50000000000003,0.0,0.0
4,Hybrid Self Adaptive Bat Algorithm,63,71.98773550708454,222.99999999999997,96.0,129.1,0.0,0.0
