,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,26.129451704025268,6.118073588783872,0.5830693721771241,0.1526828717988732,1000,{'n_estimators': 1000},0.7217644207464857,0.7566650508967523,0.8114396509936985,0.7707222491517208,0.5489815712900097,0.7219145886157333,0.09111571783318974,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,9.10410680770874,0.11085918336349727,0.20488624572753905,0.015213169554558858,400,{'n_estimators': 400},0.726126999515269,0.7489093553078041,0.8080465341735337,0.7663596703829375,0.5620756547041708,0.7223036428167431,0.08448463428498636,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,11.404501914978027,0.15678895632850748,0.26717228889465333,0.04232570695012054,500,{'n_estimators': 500},0.726126999515269,0.7508482792050412,0.8138633058652448,0.7702375181774115,0.5480116391852571,0.7218175483896447,0.09152787959802108,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,13.694666433334351,0.14940534291193253,0.3051609992980957,0.017586999265234368,600,{'n_estimators': 600},0.7237033446437228,0.7537566650508968,0.8095007270964615,0.7750848279205041,0.5615906886517944,0.724727250672676,0.08623192105239987,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,16.038302421569824,0.14377607859599195,0.3617218017578125,0.016789341611440557,700,{'n_estimators': 700},0.7246728065923412,0.7537566650508968,0.8133785748909356,0.7702375181774115,0.5470417070805044,0.7218174543584179,0.0919812692084612,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,2.282518434524536,0.03828540244616477,0.055292701721191405,0.004583851709479409,100,{'n_estimators': 100},0.7198254968492487,0.7484246243334949,0.8080465341735337,0.7682985942801746,0.5523763336566441,0.7193943166586191,0.0883049210022869,10,0.9998788025693855,1.0,1.0,1.0,1.0,0.9999757605138772,4.847897224578012e-05
6,20.502363443374634,0.24999688914164753,0.4464381217956543,0.02233913273469077,900,{'n_estimators': 900},0.724188075618032,0.7445467765390208,0.8167716917111003,0.7678138633058652,0.5533462657613967,0.721333334587083,0.08948249916801011,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,6.816451978683472,0.10468268876876441,0.15247726440429688,0.010100657929350802,300,{'n_estimators': 300},0.7256422685409598,0.7518177411536597,0.814348036839554,0.7707222491517208,0.5514064015518914,0.7227873394475571,0.09044717529320553,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,4.5541540622711185,0.06696810945108535,0.10304036140441894,0.00466040630888801,200,{'n_estimators': 200},0.7280659234125061,0.7566650508967523,0.8065923412506059,0.769268056228793,0.5678952473326867,0.7256973238242688,0.08283540100195615,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9,18.24491991996765,0.24377868682677117,0.4101851463317871,0.02254960079245774,800,{'n_estimators': 800},0.7295201163354338,0.7460009694619486,0.8133785748909356,0.7716917111003393,0.5407371483996121,0.7202657040376539,0.094120232940499,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
