,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,20.45377311706543,0.20229802666602678,0.4634859085083008,0.020240305363198072,900,{'n_estimators': 900},0.7251575375666505,0.7552108579738245,0.812409112942317,0.7731459040232671,0.5475266731328807,0.7226900171277879,0.09202304439879574,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,6.825842952728271,0.07431786866235392,0.15187339782714843,0.010297406809873077,300,{'n_estimators': 300},0.7237033446437228,0.7445467765390208,0.8158022297624818,0.7663596703829375,0.5223084384093113,0.7145440919474949,0.10087285474919692,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2,4.550286436080933,0.04084020656303122,0.10446009635925294,0.003063668709675436,200,{'n_estimators': 200},0.7256422685409598,0.7547261269995152,0.8167716917111003,0.7721764420746485,0.5528612997090203,0.7244355658070488,0.09073241364549582,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3,11.327820968627929,0.1328522293943597,0.2523670673370361,0.012476879483873594,500,{'n_estimators': 500},0.7256422685409598,0.7493940862821135,0.814348036839554,0.7697527872031023,0.5339476236663434,0.7186169605064145,0.09682836582407053,8,1.0,1.0,1.0,1.0,1.0,1.0,0.0
4,22.678779220581056,0.28394277591818934,0.4989621162414551,0.029757246193736535,1000,{'n_estimators': 1000},0.7266117304895783,0.752302472127969,0.812409112942317,0.7750848279205041,0.5475266731328807,0.7227869633226499,0.09205341901881284,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
5,13.614687156677245,0.14846737386566333,0.30152096748352053,0.013988179175848445,600,{'n_estimators': 600},0.7256422685409598,0.7561803199224431,0.8109549200193893,0.7731459040232671,0.5397672162948594,0.7211381257601837,0.09477923296275034,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6,18.112510251998902,0.24535308081369098,0.3992569923400879,0.025779863399344304,800,{'n_estimators': 800},0.7256422685409598,0.7503635482307319,0.8138633058652448,0.7716917111003393,0.5412221144519883,0.7205565896378527,0.09422963105178209,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
7,9.081916618347169,0.10512540375152685,0.20185985565185546,0.011452621829030564,400,{'n_estimators': 400},0.724188075618032,0.7537566650508968,0.8138633058652448,0.7716917111003393,0.524733268671193,0.7176466052611412,0.10073808577397757,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
8,2.2566977024078367,0.022128629794032083,0.054329204559326175,0.006244178057534584,100,{'n_estimators': 100},0.7207949587978671,0.7469704314105672,0.8162869607367911,0.7712069801260301,0.5751697381183317,0.7260858138379175,0.08174593428162906,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
9,15.882396173477172,0.21507599821709952,0.35379757881164553,0.01771871211195816,700,{'n_estimators': 700},0.7251575375666505,0.7469704314105672,0.8128938439166262,0.7750848279205041,0.5460717749757517,0.7212356831580199,0.09236991043041244,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
