63807439243951,3.2,1.7,0.0,0.0,1.5,--
63807439244955,2.1,0.6,0.0,0.0,1.5,--
63807439245962,1.8,0.3,0.0,0.0,1.5,--
63807439246964,3.0,1.5,0.0,0.0,1.5,--
63807439247968,3.1,1.7,0.0,0.0,1.5,--
63807439248963,2.9,1.5,0.0,0.0,1.5,--
63807439249962,3.0,1.5,0.0,0.0,1.5,--
63807439250961,2.9,1.4,0.0,0.0,1.5,--
63807439251966,3.1,1.6,0.0,0.0,1.5,--
63807439252958,3.3,1.8,0.0,0.0,1.5,--
63807439253958,3.5,2.0,0.0,0.0,1.5,--
63807439254967,5.3,3.9,0.0,0.0,1.5,--
63807439255954,3.2,1.7,0.0,0.0,1.5,--
63807439256957,3.0,1.5,0.0,0.0,1.5,--
63807439257960,3.0,1.5,0.0,0.0,1.5,--
63807439258954,2.9,1.4,0.0,0.0,1.5,--
63807439259956,3.0,1.5,0.0,0.0,1.5,--
63807439260966,3.0,1.5,0.0,0.0,1.5,--
63807439261963,3.0,1.5,0.0,0.0,1.5,--
63807439262981,2.9,1.4,0.0,0.0,1.5,--
63807439263969,3.0,1.5,0.0,0.0,1.5,--
63807439264979,3.0,1.5,0.0,0.0,1.5,--
63807439265977,3.0,1.5,0.0,0.0,1.5,--
63807439266980,2.9,1.5,0.0,0.0,1.5,--
63807439267980,3.0,1.5,0.0,0.0,1.5,--
63807439268980,2.9,1.4,0.0,0.0,1.5,--
63807439269985,3.0,1.5,0.0,0.0,1.5,--
63807439270970,2.9,1.4,0.0,0.0,1.5,--
63807439271974,3.0,1.6,0.0,0.0,1.5,--
63807439272977,3.0,1.5,0.0,0.0,1.5,--
63807439273978,3.0,1.6,0.0,0.0,1.5,--
63807439274978,3.0,1.5,0.0,0.0,1.5,--
63807439275977,2.8,1.4,0.0,0.0,1.5,--
63807439276975,3.1,1.6,0.0,0.0,1.5,--
63807439277975,3.2,1.7,0.0,0.0,1.5,--
63807439278980,3.2,1.7,0.0,0.0,1.5,--
63807439279974,3.1,1.7,0.0,0.0,1.5,--
63807439280977,3.3,1.9,0.0,0.0,1.5,--
63807439281976,3.0,1.5,0.0,0.0,1.5,--
63807439282972,3.1,1.6,0.0,0.0,1.5,--
63807439283971,3.0,1.5,0.0,0.0,1.5,--
63807439284978,3.6,2.1,0.0,0.0,1.5,--
63807439285977,3.0,1.6,0.0,0.0,1.5,--
63807439286969,3.9,2.4,0.0,0.0,1.5,--
63807439287971,3.0,1.5,0.0,0.0,1.5,--
63807439288974,3.1,1.6,0.0,0.0,1.5,--
63807439289973,3.2,1.7,0.0,0.0,1.5,--
63807439290984,4.3,2.8,0.0,0.0,1.5,--
63807439291978,9.0,7.4,0.0,0.1,1.5,--
63807439292980,6.0,4.5,0.0,0.0,1.5,--
63807439293978,4.3,2.8,0.0,0.0,1.5,--
63807439294983,4.5,3.0,0.0,0.0,1.5,--
63807439295975,3.2,1.7,0.0,0.0,1.5,--
63807439296975,2.9,1.4,0.0,0.0,1.5,--
63807439297974,2.9,1.4,0.0,0.0,1.5,--
63807439298973,3.0,1.5,0.0,0.0,1.5,--
