,Algo Name,Time Taken,Accuracy,Total CO2 Emission (mg),Base CO2 Emission (mg),CPU CO2 Emission (mg),Monitor CO2 Emission (mg),Disk CO2 Emission (mg)
0,Grey Wolf Optimizer,75,71.9393611424418,66.4888888888889,26.5625,40.30416666666667,0.0,0.0
1,Bat Algorithm,73,72.0266080162561,63.18333333333335,25.854166666666664,37.65972222222223,0.0,0.0
2,Hybrid Bat Algorithm,71,72.14288703135423,60.5861111111111,25.145833333333332,36.07777777777778,0.0,0.04722222222222222
3,Firefly Algorithm,76,72.4241203261191,67.26805555555556,27.270833333333332,40.39861111111111,0.0,0.0
4,Hybrid Self Adaptive Bat Algorithm,73,71.98774491020723,57.79999999999998,25.5,33.079166666666666,0.0,0.0
