,Algo Name,Time Taken,Accuracy,Total CO2 Emission (mg),Base CO2 Emission (mg),CPU CO2 Emission (mg),Monitor CO2 Emission (mg),Disk CO2 Emission (mg)
0,Grey Wolf Optimizer,53,72.23028905669284,46.82083333333334,18.770833333333332,28.28611111111111,0.0,0.0
1,Bat Algorithm,55,72.00715295542496,47.718055555555566,19.125,28.94722222222222,0.0,0.0
2,Hybrid Bat Algorithm,56,72.07509521837106,49.27638888888891,19.833333333333332,29.67916666666666,0.0,0.0
3,Firefly Algorithm,57,72.1236482423448,49.20555555555555,20.541666666666668,29.065277777777776,0.0,0.0
4,Hybrid Self Adaptive Bat Algorithm,56,71.97819603912262,48.78055555555554,19.833333333333332,29.183333333333337,0.0,0.0
