,Algo Name,Time Taken,Accuracy,Total CO2 Emission (mg),Base CO2 Emission (mg),CPU CO2 Emission (mg),Monitor CO2 Emission (mg),Disk CO2 Emission (mg)
0,Grey Wolf Optimizer,9,70.22294803881421,9.633333333333333,3.1875,6.445833333333334,0.0,0.0
1,Bat Algorithm,11,70.08714814102616,9.963888888888889,3.895833333333333,6.0680555555555555,0.0,0.0
2,Hybrid Bat Algorithm,9,71.28970409783385,8.783333333333333,3.5416666666666665,5.312500000000001,0.0,0.0
3,Firefly Algorithm,12,71.8619264271472,11.498611111111112,4.604166666666667,6.941666666666666,0.0,0.0
4,Hybrid Self Adaptive Bat Algorithm,11,71.60970646742075,10.979166666666666,4.25,6.8,0.0,0.0
