,Algo Name,Time Taken,Accuracy,Total CO2 Emission (mg),Base CO2 Emission (mg),CPU CO2 Emission (mg),Monitor CO2 Emission (mg),Disk CO2 Emission (mg)
0,Grey Wolf Optimizer,63,71.85203904364602,55.769444444444446,22.3125,33.83472222222221,0.0,0.0
1,Bat Algorithm,64,72.20109236076209,55.462500000000006,22.666666666666664,33.220833333333346,0.0,0.0
2,Hybrid Bat Algorithm,62,71.93937994868716,51.4486111111111,21.958333333333332,29.938888888888883,0.0,0.0
3,Firefly Algorithm,67,71.86170545376413,57.70555555555557,23.729166666666664,34.35416666666667,0.0,0.0
4,Hybrid Self Adaptive Bat Algorithm,63,71.98773550708454,52.65277777777777,22.666666666666664,30.48194444444444,0.0,0.0
