,Algo Name,Time Taken,Accuracy,Total CO2 Emission (mg),Base CO2 Emission (mg),CPU CO2 Emission (mg),Monitor CO2 Emission (mg),Disk CO2 Emission (mg)
0,Grey Wolf Optimizer,45,72.43385725965737,40.091666666666676,15.9375,24.248611111111106,0.0,0.0
1,Bat Algorithm,46,71.64830628603454,40.54027777777777,16.291666666666668,24.484722222222217,0.0,0.0
2,Hybrid Bat Algorithm,48,72.23015271141394,41.86249999999999,17.0,24.815277777777784,0.0,0.11805555555555555
3,Firefly Algorithm,48,72.20128982633842,45.35694444444446,17.0,28.522222222222226,0.0,0.0
4,Hybrid Self Adaptive Bat Algorithm,46,71.9780785000891,39.12361111111112,16.291666666666668,23.06805555555555,0.0,0.0
