,ID,Time Taken(s),Total Power(J),CPU(J),Monitor(J),Disk(J),Base(J)
74,CUC-0074,100,339.50000000000017,193.99999999999991,0.0,0.0,150.0
75,CUC-0075,11,36.6,20.7,0.0,0.0,16.5
76,CUC-0076,12,41.099999999999994,23.400000000000006,0.0,0.0,18.0
77,CUC-0077,106,360.59999999999997,205.70000000000002,0.0,0.0,159.0
78,CUC-0078,119,402.7000000000001,229.6,0.0,0.0,178.5
79,CUC-0079,141,479.2000000000004,273.39999999999975,0.0,0.0,211.5
80,CUC-0080,314,1067.2000000000016,611.1000000000005,0.0,0.0,471.0
81,CUC-0081,201,691.9000000000005,399.1000000000001,0.0,0.0,301.5
82,CUC-0082,9,31.900000000000006,18.900000000000002,0.0,0.0,13.5
83,CUC-0083,150,511.6000000000003,293.1999999999999,0.0,0.0,225.0
84,CUC-0084,23,80.80000000000001,47.4,0.0,0.0,34.5
85,CUC-0085,264,906.7000000000007,521.9000000000003,0.0,0.5,396.0
86,CUC-0086,109,371.2,212.49999999999991,0.0,0.1,163.5
87,CUC-0087,24,82.9,48.1,0.0,0.0,36.0
88,CUC-0088,198,671.3000000000006,382.2999999999997,0.0,0.0,297.0
89,CUC-0089,118,399.0,227.39999999999984,0.0,0.0,177.0
90,CUC-0090,146,503.50000000000017,291.29999999999995,0.0,0.0,219.0
91,CUC-0091,54,182.79999999999998,104.2,0.0,0.0,81.0
92,CUC-0092,81,276.39999999999986,159.29999999999993,0.0,0.0,121.5
93,CUC-0093,101,345.3000000000001,198.19999999999987,0.0,0.0,151.5
94,CUC-0094,11,36.5,20.599999999999998,0.0,0.0,16.5
95,CUC-0095,22,74.8,42.699999999999996,0.0,0.0,33.0
96,CUC-0096,309,1053.9000000000015,603.2000000000005,0.0,0.0,463.5
97,CUC-0097,9,32.800000000000004,19.7,0.0,0.0,13.5
98,CUC-0098,7,24.2,14.0,0.0,0.0,10.5
99,CUC-0099,99,338.49999999999983,194.79999999999998,0.0,0.0,148.5
