,ID,Time Taken(s),Total Power(J),CPU(J),Monitor(J),Disk(J),Base(J)
73,BAT-0073,49,171.29999999999998,100.59999999999998,0.0,0.0,73.5
74,BAT-0074,83,284.69999999999993,163.19999999999993,0.0,0.0,124.5
75,BAT-0075,132,458.4000000000001,266.39999999999986,0.0,0.0,198.0
76,BAT-0076,26,93.99999999999997,56.20000000000001,0.0,0.0,39.0
77,BAT-0077,37,125.39999999999999,71.2,0.0,0.0,55.5
78,BAT-0078,104,414.5000000000001,261.3999999999999,0.0,0.1,156.0
79,BAT-0079,148,504.8000000000001,287.2999999999998,0.0,0.0,222.0
80,BAT-0080,49,165.59999999999994,93.10000000000001,0.0,0.0,73.5
81,BAT-0081,91,314.1,179.79999999999995,0.0,0.0,136.5
82,BAT-0082,126,431.1,245.49999999999983,0.0,0.0,189.0
83,BAT-0083,267,944.2000000000011,549.2000000000006,0.0,0.0,400.5
84,BAT-0084,38,130.90000000000003,75.0,0.0,0.0,57.0
85,BAT-0085,20,69.29999999999998,40.00000000000001,0.0,0.0,30.0
86,BAT-0086,32,107.2,60.300000000000026,0.0,0.0,48.0
87,BAT-0087,172,587.4000000000007,332.89999999999975,0.0,0.0,258.0
88,BAT-0088,110,376.1,213.3999999999999,0.0,0.0,165.0
89,BAT-0089,135,460.70000000000005,261.4999999999999,0.0,0.0,202.5
90,BAT-0090,265,881.0999999999999,495.79999999999984,0.0,0.2,397.5
91,BAT-0091,68,220.10000000000002,120.80000000000001,0.0,0.0,102.0
92,BAT-0092,23,75.00000000000001,41.8,0.0,0.0,34.5
93,BAT-0093,167,543.1999999999996,298.99999999999983,0.0,0.0,250.5
94,BAT-0094,198,641.5999999999999,353.1999999999998,0.0,0.0,297.0
95,BAT-0095,347,1127.5000000000002,620.6000000000001,0.0,0.0,520.5
96,BAT-0096,139,452.20000000000005,248.19999999999993,0.0,0.0,208.5
97,BAT-0097,69,224.20000000000005,123.59999999999997,0.0,0.0,103.5
98,BAT-0098,66,217.00000000000003,120.80000000000004,0.0,0.0,99.0
99,BAT-0099,87,281.40000000000003,154.69999999999996,0.0,0.0,130.5
