,ID,Time Taken(s),Total Power(J),CPU(J),Monitor(J),Disk(J),Base(J)
73,FIR-0073,305,1032.0000000000007,588.0000000000008,0.0,0.0,457.5
74,FIR-0074,31,108.0,63.20000000000001,0.0,0.0,46.5
75,FIR-0075,137,492.7999999999999,293.49999999999994,0.0,0.2,205.5
76,FIR-0076,5,18.9,11.5,0.0,0.0,7.5
77,FIR-0077,90,307.6999999999998,176.7,0.0,0.0,135.0
78,FIR-0078,26,88.19999999999999,50.10000000000002,0.0,0.0,39.0
79,FIR-0079,110,373.9,213.69999999999993,0.0,0.0,165.0
80,FIR-0080,12,40.99999999999999,23.599999999999998,0.0,0.0,18.0
81,FIR-0081,219,746.6000000000008,427.8,0.0,0.0,328.5
82,FIR-0082,108,368.29999999999984,211.49999999999986,0.0,0.0,162.0
83,FIR-0083,40,137.99999999999997,79.7,0.0,0.0,60.0
84,FIR-0084,66,229.90000000000006,133.8,0.0,0.0,99.0
85,FIR-0085,103,353.50000000000006,203.09999999999994,0.0,0.0,154.5
86,FIR-0086,135,465.9,269.9999999999999,0.0,0.0,202.5
87,FIR-0087,133,449.1000000000001,255.6999999999998,0.0,0.0,199.5
88,FIR-0088,109,373.7000000000001,215.19999999999985,0.0,0.0,163.5
89,FIR-0089,108,367.99999999999983,210.89999999999992,0.0,0.0,162.0
90,FIR-0090,109,374.6999999999999,217.09999999999994,0.0,0.0,163.5
91,FIR-0091,231,803.5000000000003,466.0000000000003,0.0,0.2,346.5
92,FIR-0092,63,214.4999999999999,122.79999999999998,0.0,0.0,94.5
93,FIR-0093,141,477.1999999999999,272.1,0.0,0.0,211.5
94,FIR-0094,35,119.59999999999998,68.50000000000003,0.0,0.0,52.5
95,FIR-0095,13,44.300000000000004,25.5,0.0,0.0,19.5
96,FIR-0096,25,84.20000000000002,48.10000000000001,0.0,0.0,37.5
97,FIR-0097,198,673.5000000000007,385.6999999999999,0.0,0.0,297.0
98,FIR-0098,89,307.6999999999999,177.09999999999988,0.0,0.0,133.5
99,FIR-0099,37,125.90000000000002,72.4,0.0,0.0,55.5
