,ID,Time Taken(s),Total Power(J),CPU(J),Monitor(J),Disk(J),Base(J)
60,CUC-0060,10,33.7,19.1,0.0,0.0,15.0
61,CUC-0061,308,1025.700000000001,578.2000000000005,0.0,0.0,462.0
62,CUC-0062,168,559.8000000000004,315.00000000000006,0.0,0.0,252.0
63,CUC-0063,96,324.50000000000017,184.09999999999994,0.0,0.0,144.0
64,CUC-0064,86,286.90000000000003,162.29999999999993,0.0,0.0,129.0
65,CUC-0065,61,204.59999999999994,115.6,0.0,0.0,91.5
66,CUC-0066,53,177.39999999999998,100.29999999999997,0.0,0.0,79.5
67,CUC-0067,87,290.50000000000006,163.19999999999993,0.0,0.0,130.5
68,CUC-0068,203,682.2000000000005,387.2000000000001,0.0,0.0,304.5
69,CUC-0069,312,1046.5000000000014,592.1000000000008,0.0,0.0,468.0
70,CUC-0070,95,320.99999999999994,182.30000000000004,0.0,0.0,142.5
71,CUC-0071,136,456.0,257.1999999999998,0.0,0.0,204.0
72,CUC-0072,36,119.0,67.10000000000002,0.0,0.0,54.0
73,CUC-0073,179,638.1000000000006,374.5000000000001,0.0,0.2,268.5
74,CUC-0074,97,324.99999999999994,181.39999999999986,0.0,0.3,145.5
75,CUC-0075,10,34.5,19.500000000000004,0.0,0.0,15.0
76,CUC-0076,52,176.79999999999987,99.90000000000002,0.0,0.0,78.0
77,CUC-0077,102,340.9,189.89999999999992,0.0,0.0,153.0
78,CUC-0078,191,633.7000000000007,350.9000000000003,0.0,0.0,286.5
79,CUC-0079,71,231.1000000000001,127.8,0.0,0.0,106.5
80,CUC-0080,301,955.7999999999984,518.0999999999998,0.0,0.0,451.5
81,CUC-0081,191,608.3999999999993,330.40000000000003,0.0,0.1,286.5
82,CUC-0082,11,35.50000000000001,19.400000000000002,0.0,0.0,16.5
83,CUC-0083,13,41.49999999999999,22.400000000000002,0.0,0.0,19.5
84,CUC-0084,23,75.19999999999999,41.8,0.0,0.0,34.5
85,CUC-0085,253,802.0999999999989,435.79999999999984,0.0,0.0,379.5
86,CUC-0086,193,613.7999999999992,333.0999999999998,0.0,0.0,289.5
87,CUC-0087,137,435.9000000000001,237.20000000000002,0.0,0.0,205.5
88,CUC-0088,33,106.20000000000002,58.4,0.0,0.0,49.5
89,CUC-0089,67,213.60000000000008,115.00000000000003,0.0,0.0,100.5
90,CUC-0090,138,442.3999999999999,241.59999999999997,0.0,0.1,207.0
91,CUC-0091,134,428.29999999999984,233.90000000000006,0.0,0.0,201.0
92,CUC-0092,52,165.9,90.09999999999997,0.0,0.0,78.0
93,CUC-0093,33,107.20000000000002,59.2,0.0,0.0,49.5
94,CUC-0094,135,452.8000000000002,253.19999999999985,0.0,0.0,202.5
95,CUC-0095,33,110.39999999999999,62.10000000000001,0.0,0.0,49.5
96,CUC-0096,296,989.1000000000012,551.6000000000007,0.0,0.0,444.0
97,CUC-0097,9,29.9,16.6,0.0,0.0,13.5
98,CUC-0098,89,297.69999999999993,166.29999999999993,0.0,0.1,133.5
99,CUC-0099,92,300.5,165.70000000000002,0.0,0.0,138.0
