,ID,Time Taken(s),Total Power(J),CPU(J),Monitor(J),Disk(J),Base(J)
84,CAM-0084,46,151.3,84.7,0.0,0.0,69.0
85,CAM-0085,220,727.3999999999994,408.7999999999999,0.0,0.2,330.0
86,CAM-0086,93,303.4,168.10000000000005,0.0,0.0,139.5
87,CAM-0087,60,197.2,109.2,0.0,0.0,90.0
88,CAM-0088,290,951.299999999999,529.7000000000002,0.0,0.0,435.0
89,CAM-0089,89,293.6,163.60000000000002,0.0,0.0,133.5
90,CAM-0090,89,292.80000000000007,163.4,0.0,0.0,133.5
91,CAM-0091,34,111.10000000000002,61.9,0.0,0.0,51.0
92,CAM-0092,76,250.10000000000002,139.6,0.0,0.0,114.0
93,CAM-0093,109,355.6,196.8,0.0,0.0,163.5
94,CAM-0094,151,495.6999999999997,276.4,0.0,0.0,226.5
95,CAM-0095,186,627.7999999999996,356.9999999999999,0.0,0.2,279.0
96,CAM-0096,2,7.300000000000001,4.300000000000001,0.0,0.0,3.0
97,CAM-0097,86,283.90000000000003,159.1,0.0,0.0,129.0
98,CAM-0098,11,36.099999999999994,20.3,0.0,0.0,16.5
99,CAM-0099,23,73.3,39.6,0.0,0.0,34.5
