63807568246543,3.3,1.8,0.0,0.0,1.5,--
63807568247544,1.9,0.4,0.0,0.0,1.5,--
63807568248539,3.0,1.5,0.0,0.0,1.5,--
63807568249538,3.0,1.5,0.0,0.0,1.5,--
63807568250541,3.8,2.4,0.0,0.0,1.5,--
63807568251549,2.7,1.3,0.0,0.0,1.5,--
63807568252554,1.8,0.3,0.0,0.0,1.5,--
63807568253552,1.5,0.0,0.0,0.0,1.5,--
63807568254555,1.5,0.0,0.0,0.0,1.5,--
63807568255557,2.3,0.9,0.0,0.0,1.5,--
63807568256550,1.5,0.0,0.0,0.0,1.5,--
63807568257561,1.6,0.2,0.0,0.0,1.5,--
63807568258554,1.5,0.0,0.0,0.0,1.5,--
63807568259556,1.5,0.1,0.0,0.0,1.5,--
63807568260548,2.6,1.1,0.0,0.0,1.5,--
63807568261554,1.6,0.2,0.0,0.0,1.5,--
63807568262552,1.5,0.1,0.0,0.0,1.5,--
63807568263551,1.5,0.0,0.0,0.0,1.5,--
63807568264549,1.5,0.0,0.0,0.0,1.5,--
63807568265563,2.4,1.0,0.0,0.0,1.5,--
63807568266567,1.5,0.0,0.0,0.0,1.5,--
63807568267575,1.6,0.2,0.0,0.0,1.5,--
63807568268574,1.5,0.0,0.0,0.0,1.5,--
63807568269577,1.6,0.2,0.0,0.0,1.5,--
63807568270566,2.1,0.6,0.0,0.0,1.5,--
63807568271568,1.6,0.1,0.0,0.0,1.5,--
63807568272578,1.8,0.3,0.0,0.0,1.5,--
63807568273574,1.5,0.0,0.0,0.0,1.5,--
63807568274575,1.6,0.1,0.0,0.0,1.5,--
63807568275565,1.9,0.5,0.0,0.0,1.5,--
63807568276571,1.7,0.2,0.0,0.0,1.5,--
63807568277569,1.5,0.0,0.0,0.0,1.5,--
63807568278566,1.5,0.1,0.0,0.0,1.5,--
63807568279567,1.6,0.1,0.0,0.0,1.5,--
63807568280568,2.1,0.6,0.0,0.0,1.5,--
63807568281572,1.6,0.2,0.0,0.0,1.5,--
63807568282584,1.5,0.1,0.0,0.0,1.5,--
63807568283584,1.5,0.0,0.0,0.0,1.5,--
63807568284588,1.6,0.1,0.0,0.0,1.5,--
63807568285587,1.5,0.0,0.0,0.0,1.5,--
63807568286587,2.7,1.2,0.0,0.0,1.5,--
63807568287593,1.5,0.0,0.0,0.0,1.5,--
63807568288603,1.5,0.1,0.0,0.0,1.5,--
63807568289605,1.5,0.0,0.0,0.0,1.5,--
63807568290603,1.5,0.1,0.0,0.0,1.5,--
63807568291604,2.2,0.8,0.0,0.0,1.5,--
63807568292610,1.6,0.1,0.0,0.0,1.5,--
63807568293599,1.5,0.0,0.0,0.0,1.5,--
63807568294601,1.5,0.1,0.0,0.0,1.5,--
63807568295596,1.5,0.0,0.0,0.0,1.5,--
63807568296600,2.2,0.8,0.0,0.0,1.5,--
63807568297601,1.6,0.1,0.0,0.0,1.5,--
63807568298606,1.5,0.0,0.0,0.0,1.5,--
63807568299609,1.6,0.2,0.0,0.0,1.5,--
63807568300607,1.5,0.0,0.0,0.0,1.5,--
63807568301606,2.4,1.0,0.0,0.0,1.5,--
63807568302605,1.5,0.0,0.0,0.0,1.5,--
63807568303596,1.5,0.0,0.0,0.0,1.5,--
63807568304609,1.7,0.2,0.0,0.0,1.5,--
63807568305594,1.5,0.0,0.0,0.0,1.5,--
63807568306598,2.2,0.7,0.0,0.0,1.5,--
63807568307601,1.6,0.1,0.0,0.0,1.5,--
